college_name,fees,established_on,courses_offered,class_timings,cutoff_marks,facilities,location_lat,location_lon
"Miles, Reed and Everett College",54587,1955,"M.Tech, B.Tech",8 AM - 4 PM,95,"Research Centers, Sports Complex, Hostels",12.091546946008245,88.89343245848721
"Miller, Livingston and Bennett College",153983,2018,M.Tech,10 AM - 4 PM,61,"Library, Hostels, Sports Complex, Labs, Cafeteria",31.902141019127157,86.29735857205084
Love Group College,264891,1975,"MCA, MBA, M.Tech",9 AM - 4 PM,78,"Sports Complex, Hostels",33.797411956271105,74.86005540005472
"Sanchez, Summers and Lee College",225119,1979,MCA,9 AM - 6 PM,81,"Research Centers, Labs, Hostels, Cafeteria",9.312601140954616,93.71128917908243
Buck and Sons College,89308,2019,"MBA, BCA",10 AM - 6 PM,66,"Library, Sports Complex, Cafeteria, Research Centers, Gym",35.48878720087036,94.62341444658564
Hoover Ltd College,152495,2012,"B.Sc, BBA, M.Tech",8 AM - 5 PM,62,"Cafeteria, Labs, Library, Hostels",21.69525860192318,90.87526341050344
"Lopez, Reed and Moreno College",137635,1975,"M.Sc, Ph.D",9 AM - 4 PM,86,"Gym, Cafeteria, Sports Complex, Library, Research Centers",12.386679122575249,80.94971013142663
Conner PLC College,26797,1990,MBBS,9 AM - 3 PM,73,"Labs, Sports Complex, Research Centers, Library",9.61926440505885,73.96162728608302
"Newman, Sutton and Rush College",67125,1960,"B.Tech, B.Sc",9 AM - 5 PM,92,"Hostels, Cafeteria, Library, Gym",10.039105525803812,87.91198878388377
Stevens-Ramos College,281038,1978,"M.Tech, B.Sc",10 AM - 3 PM,80,"Hostels, Library, Gym",23.97755018002462,68.05022955551762
Solis LLC College,165603,1950,"Ph.D, BCA",8 AM - 6 PM,81,"Research Centers, Cafeteria, Labs, Hostels, Library",24.685543445594757,90.53732834550507
Nichols and Sons College,105673,2017,"MBBS, Ph.D",8 AM - 6 PM,93,"Labs, Cafeteria, Sports Complex",15.404872106636905,83.39455800703479
Andrade-Smith College,227463,1990,"MBBS, M.Tech",8 AM - 3 PM,90,"Research Centers, Cafeteria, Library",14.584015230927394,92.21865367213951
Brock PLC College,103999,1961,Ph.D,9 AM - 3 PM,93,"Hostels, Sports Complex, Gym, Research Centers",19.046029902079162,84.33633913006298
Bailey-Ayala College,201973,1966,"MBA, MBBS",10 AM - 6 PM,92,"Gym, Sports Complex",28.27300823858679,84.83680530976306
Collins-Jones College,113693,2001,M.Sc,9 AM - 5 PM,84,"Hostels, Research Centers, Gym, Cafeteria, Sports Complex",20.728548275961803,77.31779628556345
"Burke, Gaines and Graves College",97017,1979,"MCA, M.Sc",9 AM - 6 PM,83,"Cafeteria, Sports Complex",16.28792531750633,80.6262852382691
Juarez and Sons College,200372,1997,"B.Sc, M.Tech",10 AM - 4 PM,66,"Research Centers, Cafeteria, Sports Complex, Hostels",13.998774844971354,79.15184606438466
Oneal-Perez College,299952,2005,"BBA, MCA",10 AM - 6 PM,81,"Gym, Cafeteria",25.037215485125458,90.04476249967833
Watson-Wright College,41968,1980,"MCA, MBBS",9 AM - 4 PM,73,"Library, Labs, Research Centers, Cafeteria, Gym",10.862225955558625,80.30273118890699
Hall-Flynn College,275717,1966,"B.Tech, BCA, BBA",8 AM - 6 PM,87,"Gym, Cafeteria, Sports Complex, Library, Labs",16.40991564159146,94.91159666656253
Peterson and Sons College,232628,1972,"BBA, BCA, MCA",8 AM - 4 PM,65,"Gym, Research Centers",23.60625944939457,96.00846206720752
Williams-Mccarthy College,36885,1954,"BBA, MBBS, MBA",8 AM - 5 PM,66,"Labs, Hostels, Library, Sports Complex, Cafeteria",27.775346748221214,89.79787033314805
Ross Inc College,42093,1997,"BCA, BBA",9 AM - 3 PM,93,"Library, Research Centers",24.04084279670596,87.42882807314852
"Casey, Martinez and Mcintosh College",225507,1963,B.Sc,9 AM - 5 PM,70,"Library, Cafeteria, Sports Complex, Labs, Gym",29.889915664927948,80.39028849353866
Howard-Hernandez College,116197,2015,B.Tech,9 AM - 5 PM,64,"Sports Complex, Labs",17.654999919340497,84.75906417556347
Berry-Mason College,175467,1966,M.Tech,8 AM - 3 PM,70,"Research Centers, Gym, Library, Hostels, Labs",26.19582785609777,87.72892239026287
"Cook, Arnold and Monroe College",60448,1956,"M.Sc, B.Sc",10 AM - 6 PM,71,"Gym, Sports Complex, Library",32.99124096523938,75.22057900081141
Gonzalez-Little College,65577,1955,"MCA, Ph.D",10 AM - 5 PM,75,"Hostels, Labs",27.356927863339333,77.75715618773239
Rodriguez Inc College,177261,1992,B.Sc,9 AM - 6 PM,65,"Hostels, Library, Labs, Sports Complex",29.539395754641163,78.1434157218397
Morales LLC College,47466,1998,B.Tech,8 AM - 3 PM,92,"Library, Labs",31.591766936369513,90.52445833970157
King PLC College,252763,2007,MCA,10 AM - 4 PM,72,"Library, Gym",14.973177863073559,93.07636540970823
"Webb, Holder and Bailey College",155238,1958,M.Sc,10 AM - 3 PM,87,"Sports Complex, Labs, Gym, Research Centers, Cafeteria",31.267016094761253,68.68200961273278
Patterson PLC College,135081,1950,"MBBS, M.Tech",8 AM - 6 PM,63,"Labs, Library, Research Centers, Sports Complex, Cafeteria",29.658524850720966,93.37866985288936
Lindsey Ltd College,191975,1991,"B.Sc, MCA",10 AM - 5 PM,96,"Sports Complex, Research Centers, Library, Hostels",33.71467952305561,81.62658518960403
"Vega, Valdez and Baldwin College",291787,2020,"M.Sc, BBA",10 AM - 3 PM,91,"Sports Complex, Research Centers",25.51953516353372,79.73568725189641
English-Mann College,262270,1980,MBA,9 AM - 3 PM,90,"Labs, Cafeteria, Hostels",18.899632168769568,71.98939982629595
Holmes and Sons College,283947,1980,B.Sc,8 AM - 5 PM,63,"Labs, Hostels, Sports Complex, Library",30.170063722900153,94.96585514067982
Orr-Allen College,96742,2005,BBA,9 AM - 3 PM,100,"Cafeteria, Labs, Hostels",24.1914781216963,75.67067215426022
"Myers, Leon and Brown College",93246,1965,"M.Tech, MCA",9 AM - 4 PM,66,"Sports Complex, Hostels, Research Centers, Cafeteria",18.495194973972936,80.86218366843697
Allen LLC College,283448,1966,MCA,9 AM - 5 PM,73,"Cafeteria, Hostels, Labs, Research Centers, Library",23.04992001287813,95.68523740482287
Hayes Inc College,200985,1998,"MCA, MBA, M.Tech",9 AM - 6 PM,86,"Sports Complex, Hostels, Research Centers",29.53524959134898,86.63256097925151
"Williams, Evans and Hodge College",161690,1951,"B.Tech, BCA, BBA",10 AM - 5 PM,71,"Gym, Library, Labs",9.441377661965227,84.98064111822005
Jennings-Gray College,128606,2005,"MBA, BBA, BCA",8 AM - 4 PM,72,"Gym, Cafeteria, Sports Complex, Library, Hostels",9.692822428601568,82.14503112898961
Gilbert-Mccullough College,177673,2017,"BCA, B.Sc, Ph.D",8 AM - 3 PM,63,"Library, Hostels, Labs, Sports Complex",8.157238317295514,81.33184629857024
Martinez-Hamilton College,279649,1975,"MBA, M.Tech",10 AM - 4 PM,64,"Gym, Labs, Sports Complex, Hostels",8.146944841462911,71.8251306135054
"Jimenez, Mcdonald and Hall College",128343,1992,"BCA, BBA",8 AM - 5 PM,99,"Hostels, Gym, Research Centers, Labs, Library",23.339482018591276,83.75924800667471
Martinez-Jones College,236448,1999,Ph.D,8 AM - 3 PM,93,"Research Centers, Labs, Cafeteria",29.84796657056961,71.37021515033787
"Richardson, Hill and Villa College",136853,1974,MCA,8 AM - 4 PM,84,"Hostels, Gym",15.320606286880578,70.33060344399061
Watson-Chan College,281476,2010,"M.Sc, BCA, M.Tech",8 AM - 3 PM,68,"Gym, Sports Complex, Cafeteria, Hostels, Research Centers",18.57293881794304,83.55179836327305
Mckee Ltd College,50178,1997,"Ph.D, M.Tech",8 AM - 5 PM,76,"Hostels, Labs",30.868311322310912,75.9700269203349
Brown Inc College,120926,1973,BCA,10 AM - 6 PM,82,"Cafeteria, Library, Research Centers, Labs, Hostels",21.213905668374007,86.05115299283885
Johnson Group College,141194,2004,"MBA, BBA, M.Sc",9 AM - 4 PM,74,"Cafeteria, Research Centers",33.89399967068764,77.44221264818596
Johnson and Sons College,26431,1985,"BCA, Ph.D, BBA",9 AM - 4 PM,81,"Hostels, Sports Complex, Cafeteria, Research Centers, Labs",36.27533399636797,68.14096771747987
Smith PLC College,171614,1999,"BBA, MBBS",10 AM - 6 PM,85,"Library, Sports Complex, Cafeteria, Labs, Research Centers",13.539852518921169,96.79220955448605
Baker-Harper College,264302,1963,B.Tech,8 AM - 5 PM,69,"Gym, Labs",31.013006689511123,95.56934118780518
Gilbert-Singh College,212986,1980,"B.Sc, MBA, Ph.D",10 AM - 4 PM,93,"Labs, Gym, Sports Complex",19.721924258049174,84.83626353803741
"Smith, Price and Mullins College",124516,2004,Ph.D,8 AM - 6 PM,80,"Sports Complex, Library, Hostels, Cafeteria, Gym",14.47551462309143,86.72914571919009
"Blackwell, Miller and Bridges College",48156,1973,"MBBS, MBA",9 AM - 4 PM,71,"Gym, Research Centers, Sports Complex, Library",36.79170197774892,83.65491341986699
Taylor-Santos College,243406,1962,MBA,10 AM - 6 PM,86,"Library, Cafeteria, Gym",25.817682294741097,78.0939960415574
Brown and Sons College,67736,1988,"B.Tech, M.Tech, Ph.D",10 AM - 5 PM,87,"Sports Complex, Gym, Cafeteria, Library",35.22000293603715,86.94226518096592
Mcdonald-Rosario College,50739,1975,"MBBS, BBA, MCA",9 AM - 3 PM,74,"Labs, Sports Complex, Cafeteria, Hostels, Research Centers",31.475137609547986,71.10728897992794
Anderson-Keller College,216648,1998,"B.Tech, MCA",10 AM - 4 PM,98,"Sports Complex, Hostels",30.447354375281815,88.04578648488597
Cole-Bryant College,267905,1990,MBA,10 AM - 5 PM,64,"Labs, Sports Complex",8.75785827158378,93.2079989968531
"Scott, Wood and Williams College",104352,2003,"BCA, B.Tech",8 AM - 6 PM,87,"Library, Sports Complex, Gym",17.347434678269842,89.79118851095723
Vaughn-Young College,217794,1999,"MCA, Ph.D",8 AM - 4 PM,70,"Hostels, Labs, Library, Research Centers",35.32786482430866,88.88397319921276
"Nguyen, Jones and Ross College",114612,2008,"MBA, Ph.D",10 AM - 6 PM,78,"Cafeteria, Gym, Hostels, Research Centers, Sports Complex",19.74170235499049,88.97448340771479
Foley Ltd College,123386,2004,BBA,9 AM - 3 PM,93,"Research Centers, Sports Complex, Library",29.704375024789655,77.65013192417985
Vasquez PLC College,65214,2011,"MBA, B.Sc, B.Tech",9 AM - 6 PM,81,"Labs, Hostels",28.15921884784144,73.0494170538393
Estes-Cannon College,71417,1970,"M.Sc, Ph.D, BCA",9 AM - 5 PM,98,"Sports Complex, Cafeteria, Hostels",26.834531306757057,74.0980989359152
"Ramirez, Martinez and Ellis College",114645,1955,"MBA, B.Tech, M.Sc",10 AM - 3 PM,81,"Labs, Library, Sports Complex",34.161412624405436,78.75800802016255
Munoz Group College,261690,1990,"Ph.D, BCA, M.Sc",8 AM - 3 PM,89,"Sports Complex, Hostels, Gym, Cafeteria, Library",28.99340457959115,82.06249470725768
"Ramos, Vega and Cruz College",99039,1985,"BBA, B.Tech, MBBS",8 AM - 4 PM,77,"Gym, Library, Labs",34.70882594931866,94.85942417781698
"Oliver, Carrillo and Shepherd College",73923,1961,"BCA, B.Tech, MBBS",10 AM - 5 PM,70,"Hostels, Library, Labs, Sports Complex, Cafeteria",24.57595358102851,96.20202004061115
Garcia Group College,50333,2010,"B.Tech, BBA, B.Sc",8 AM - 5 PM,75,"Sports Complex, Library, Research Centers",19.25585476509847,85.86776351071379
Brown-Spencer College,51736,2006,"MBBS, Ph.D",10 AM - 3 PM,99,"Sports Complex, Cafeteria, Gym, Library",17.189067718792693,84.90783250607662
Johnson-Stewart College,131603,1986,"M.Tech, MCA",9 AM - 5 PM,94,"Cafeteria, Research Centers, Hostels",14.881677768501962,74.38779634527843
Wilkins Ltd College,185199,1990,"MBBS, MBA",10 AM - 4 PM,85,"Labs, Research Centers, Library, Gym",35.35824748611651,88.2202494672749
Smith Inc College,172463,1957,"MBBS, MCA, MBA",10 AM - 3 PM,98,"Sports Complex, Library",20.245019101184948,73.61843588449331
"Burgess, Hernandez and Davidson College",202662,1950,"Ph.D, MBBS, B.Sc",9 AM - 6 PM,85,"Gym, Library, Sports Complex, Labs, Research Centers",21.42635892076702,78.1347383683688
Thompson-Klein College,263897,1970,BBA,8 AM - 4 PM,87,"Cafeteria, Gym, Hostels",14.091697507076406,75.08028246076287
"Gonzales, Gregory and Delgado College",105822,1967,"MBA, M.Sc",9 AM - 4 PM,76,"Gym, Labs, Cafeteria",15.748307125244583,80.33705781146863
"Martin, Carter and Sweeney College",109386,1955,"B.Tech, BCA",8 AM - 3 PM,63,"Library, Cafeteria, Sports Complex",35.659468566905105,70.5800355832439
Johnson and Sons College,81092,1991,"BCA, MBA, MCA",8 AM - 5 PM,66,"Research Centers, Labs, Hostels, Gym, Library",11.384959639069745,74.42615410597365
Christensen-Carrillo College,272944,1987,MCA,9 AM - 5 PM,96,"Research Centers, Cafeteria, Hostels, Library",15.90900124119844,71.3085199783419
Green and Sons College,258284,2013,"M.Sc, MCA",9 AM - 6 PM,80,"Hostels, Research Centers, Labs, Gym, Cafeteria",35.272402872939736,71.11719875256799
"Sanchez, Leblanc and Anderson College",102132,1984,B.Sc,9 AM - 5 PM,71,"Gym, Library, Research Centers, Sports Complex",17.91083728380648,92.48656109992055
Jacobson LLC College,78383,1986,Ph.D,10 AM - 3 PM,94,"Cafeteria, Library",29.479467239194044,91.45696427715072
Davis-Mcdonald College,251265,1973,"B.Tech, BCA, Ph.D",10 AM - 5 PM,91,"Research Centers, Labs, Library",21.939808115524357,92.88869159979396
Hamilton PLC College,279618,1970,"B.Tech, M.Tech",9 AM - 3 PM,90,"Sports Complex, Gym, Hostels, Research Centers",29.59148593799545,68.27823396627822
"Huber, Johnson and Hodge College",43010,1980,"MBBS, B.Tech, MCA",10 AM - 5 PM,98,"Research Centers, Library, Labs, Cafeteria",25.408556116810736,82.52900369254117
"French, Graham and Meza College",55678,2007,BBA,9 AM - 4 PM,63,"Labs, Hostels, Sports Complex",26.394288680021404,81.85206524120485
"Cooper, Shea and Noble College",195331,1982,"M.Tech, MBA, MBBS",10 AM - 3 PM,98,"Gym, Sports Complex",10.435243953717208,92.40894624348311
"Rogers, Campbell and Cooper College",223500,1998,M.Tech,9 AM - 3 PM,72,"Research Centers, Library",19.673352653745166,87.36634052303604
Russell Ltd College,266909,1963,M.Sc,10 AM - 3 PM,93,"Research Centers, Library, Gym, Labs, Cafeteria",25.27425291365151,68.41307493767711
"Floyd, Lewis and Brown College",255213,2018,MBA,10 AM - 4 PM,76,"Hostels, Cafeteria, Labs, Library, Sports Complex",34.392305203064325,87.85640580914784
Bailey Inc College,139717,1966,"BBA, M.Sc",10 AM - 5 PM,75,"Sports Complex, Hostels, Library, Cafeteria, Research Centers",18.382514591448707,69.11419318973928
"Turner, Long and Brown College",43235,1983,"MBA, BCA",9 AM - 5 PM,81,"Research Centers, Labs, Gym, Hostels, Library",19.352263322581685,93.98482805623992
"White, George and Lewis College",146381,1963,"B.Sc, BCA, M.Tech",9 AM - 6 PM,64,"Gym, Sports Complex, Hostels, Labs",21.698881866706145,80.94928510517856
"Ramos, Porter and Barrett College",142861,1999,M.Tech,8 AM - 3 PM,74,"Research Centers, Sports Complex, Library, Gym",20.63708444495006,73.01033024779538
Williams-Carter College,74421,1985,"Ph.D, B.Sc, MBA",8 AM - 3 PM,92,"Hostels, Labs, Library, Gym",10.902508667145623,83.60951599787249
Martin-Johnson College,286808,1955,"Ph.D, BCA",8 AM - 4 PM,62,"Cafeteria, Gym",12.464986402665463,92.09436969954078
"Wright, Hughes and Montgomery College",228934,1957,"MCA, MBA",8 AM - 3 PM,64,"Cafeteria, Sports Complex",17.719240663352082,84.80015729587578
"Cook, Zamora and Martinez College",128326,1956,"Ph.D, BBA, BCA",9 AM - 5 PM,84,"Gym, Cafeteria, Hostels, Research Centers",24.35157055667642,91.54508024735759
Lewis Inc College,109302,1953,"MBBS, Ph.D, B.Tech",9 AM - 4 PM,96,"Gym, Labs, Cafeteria",34.5086803855599,86.57619053898216
Finley-Peterson College,287799,2005,M.Sc,9 AM - 6 PM,86,"Hostels, Labs",9.611313426664074,74.3115027037972
"Scott, Nguyen and Gray College",176089,2019,"B.Sc, BCA",8 AM - 6 PM,66,"Labs, Hostels, Gym, Research Centers",14.350888222312207,70.27029916720808
Lamb-Nelson College,171507,1968,"M.Sc, B.Sc, M.Tech",9 AM - 3 PM,85,"Labs, Hostels",26.921481636208284,89.08165717384469
Knox Group College,89930,1993,"M.Sc, Ph.D",10 AM - 4 PM,96,"Library, Research Centers, Sports Complex, Cafeteria, Hostels",10.81209751934574,88.27101861420869
Young-Wilson College,284216,2007,M.Tech,10 AM - 3 PM,89,"Sports Complex, Gym, Labs",33.702828168130694,91.40578035447865
Sparks LLC College,65944,1956,"MBA, M.Sc, MBBS",10 AM - 3 PM,62,"Labs, Cafeteria, Library, Hostels, Sports Complex",26.29691307440811,85.00102124114068
Sanchez-Riley College,96120,2009,"MCA, BCA",8 AM - 5 PM,62,"Labs, Library",27.2126677994287,72.12688740509785
Castro-Casey College,239167,2005,"MBBS, BCA",10 AM - 3 PM,73,"Gym, Research Centers, Sports Complex, Labs, Library",20.77816166222445,69.67409952448857
Ewing-Velazquez College,31412,1954,"BBA, M.Sc, B.Sc",8 AM - 5 PM,73,"Hostels, Cafeteria, Labs, Gym, Sports Complex",17.087666156259587,82.99345529956257
Bolton LLC College,108579,1974,MBBS,10 AM - 5 PM,81,"Hostels, Cafeteria, Gym, Sports Complex, Research Centers",34.39322946341166,93.63469185906315
"Martinez, Fowler and Thomas College",251570,2007,MCA,8 AM - 6 PM,81,"Library, Gym, Cafeteria",14.878783186866974,91.78014372115427
Garcia-Hicks College,139381,2004,"Ph.D, MBA, M.Sc",9 AM - 4 PM,81,"Sports Complex, Research Centers, Labs",12.858616899917738,96.3119172167545
Moreno Inc College,232597,2015,BCA,8 AM - 4 PM,88,"Research Centers, Labs, Cafeteria, Library",14.663496538174385,90.73775550260913
Wright-Goodwin College,147519,1966,"BCA, MBBS",9 AM - 5 PM,66,"Gym, Research Centers",17.010567105723958,85.80544143312916
Randolph-King College,268885,2004,M.Tech,10 AM - 3 PM,87,"Sports Complex, Labs",20.76485155617295,89.40269208170798
"Evans, Smith and Carter College",240793,2003,"B.Sc, MBBS",9 AM - 3 PM,70,"Library, Research Centers, Cafeteria, Labs",13.31090529564409,80.87780983218012
Lucas-Fritz College,134798,2014,"B.Sc, MCA",8 AM - 4 PM,90,"Research Centers, Library, Hostels",12.063351715673214,70.40269830755405
Baldwin and Sons College,73854,2015,"BCA, Ph.D",8 AM - 4 PM,83,"Research Centers, Hostels, Gym, Labs, Library",11.402444206889102,70.70375400755137
"Johnson, Carr and Ramirez College",68040,1999,"B.Sc, MBA, B.Tech",8 AM - 6 PM,80,"Gym, Cafeteria",13.850105372391978,89.51242898050226
"Price, Moore and Andrews College",125981,1982,MBBS,9 AM - 5 PM,74,"Sports Complex, Library, Cafeteria, Hostels, Gym",33.37450944434242,69.87165094523635
Harris-Jenkins College,164788,1974,"MBBS, B.Sc, M.Tech",9 AM - 6 PM,68,"Hostels, Cafeteria",18.963158398480218,87.88213433730259
Vaughn-Harris College,179609,2016,"M.Sc, B.Sc",8 AM - 6 PM,79,"Cafeteria, Labs",16.054917150425837,69.22590644027602
Ross Ltd College,74504,1999,"B.Sc, Ph.D",10 AM - 3 PM,100,"Cafeteria, Labs, Sports Complex, Library, Gym",30.868075131856553,91.85207497641893
Liu and Sons College,160475,1976,BBA,10 AM - 4 PM,80,"Hostels, Gym, Research Centers, Sports Complex, Cafeteria",11.770181735148086,89.40295711175965
"Howell, Mitchell and Norris College",220393,1974,BBA,9 AM - 3 PM,87,"Sports Complex, Cafeteria, Hostels, Library",34.79719944183961,74.94899073592785
Holmes Inc College,25970,1977,"M.Sc, B.Tech, Ph.D",9 AM - 4 PM,92,"Hostels, Gym, Sports Complex, Labs, Library",13.212056917201437,84.85036294378423
Craig and Sons College,41717,1982,BBA,9 AM - 3 PM,98,"Sports Complex, Gym, Labs",22.171333712264833,94.07016214870936
"Garcia, Larson and Schaefer College",149493,1996,"MCA, B.Sc, M.Sc",8 AM - 6 PM,83,"Gym, Library, Hostels, Labs, Sports Complex",25.005211197143915,81.84745293500492
Gutierrez-Wright College,198718,1964,"M.Sc, B.Sc, MCA",10 AM - 4 PM,80,"Gym, Research Centers",11.02997544748418,95.83550578414436
"Gross, Cook and Cook College",49593,2003,MBA,10 AM - 4 PM,74,"Labs, Gym, Library, Hostels",30.189298898677958,93.87273269941358
"Morgan, Shelton and Walker College",225014,1973,"MCA, MBBS, B.Sc",10 AM - 3 PM,100,"Labs, Hostels, Cafeteria, Gym",26.962325209160564,77.14483299343755
Ramirez Inc College,96305,2020,"MCA, BBA, B.Tech",9 AM - 4 PM,85,"Research Centers, Cafeteria, Hostels, Labs, Sports Complex",18.696200419071893,81.5969548500766
Kelley-Powell College,112227,1991,"BCA, B.Sc",9 AM - 6 PM,60,"Gym, Sports Complex, Library",19.346430821050113,88.10648157036297
"Davis, Ruiz and Price College",203989,1983,BCA,8 AM - 4 PM,95,"Cafeteria, Library, Labs",9.658671638263664,77.30446738114834
Chandler Group College,272026,1958,"MBBS, MBA",10 AM - 3 PM,95,"Research Centers, Cafeteria, Labs",8.693607745450906,71.22687968437667
Cruz and Sons College,93786,1973,BBA,10 AM - 5 PM,87,"Sports Complex, Research Centers, Gym, Cafeteria, Hostels",24.04315973526576,76.59365449213902
"Gomez, Barnett and Fuentes College",224951,1968,MCA,10 AM - 3 PM,97,"Cafeteria, Sports Complex, Library, Hostels",8.413365227878245,81.05036999056146
Leblanc PLC College,86537,1952,"BCA, MCA, MBA",9 AM - 5 PM,64,"Cafeteria, Labs, Gym, Library",32.9711139189114,93.75707188586678
"Weber, Roy and Lewis College",36792,1966,"MBA, M.Sc",8 AM - 4 PM,91,"Library, Gym, Cafeteria",34.660211752404564,81.21545056248705
"Jones, Williams and Smith College",217887,1961,"Ph.D, BBA",9 AM - 5 PM,82,"Hostels, Library, Cafeteria",36.64472962062821,77.7280263893591
Wood-Hughes College,230844,1952,M.Sc,9 AM - 4 PM,88,"Labs, Research Centers, Hostels, Sports Complex, Library",31.65255789948592,77.08984059125328
Herman-Smith College,77088,1968,"M.Tech, BBA, MBA",8 AM - 6 PM,71,"Cafeteria, Research Centers, Sports Complex, Gym",36.060136316738394,74.89664382705357
"Shaw, Castro and Young College",41254,1968,"MCA, MBBS",9 AM - 6 PM,94,"Gym, Labs, Sports Complex, Cafeteria",35.589987004539736,68.70099030807818
Gomez-Zavala College,47942,1979,"Ph.D, B.Sc",9 AM - 3 PM,72,"Cafeteria, Labs, Gym, Library",9.445712494742018,71.33650921592684
"Holland, Patterson and Soto College",78757,1977,"B.Tech, M.Tech",9 AM - 4 PM,96,"Labs, Sports Complex",18.59529720267539,85.97599002277474
Simmons Group College,243684,2010,M.Sc,9 AM - 4 PM,89,"Library, Hostels, Gym, Labs, Sports Complex",16.692137224564515,77.88147007891102
"Dunn, Bennett and Cummings College",79060,1969,"BBA, BCA",10 AM - 5 PM,69,"Gym, Library",10.670830988096439,76.78773075281947
"Mcdaniel, Reed and Peterson College",106023,1985,"Ph.D, MBA",9 AM - 5 PM,61,"Library, Hostels, Labs",13.062875136223694,71.05507120838261
Clark PLC College,227734,2002,"BCA, MCA, MBA",10 AM - 3 PM,80,"Hostels, Gym",28.106065463383555,82.9869613984564
Turner-Mccarthy College,38894,1957,BBA,10 AM - 3 PM,92,"Gym, Sports Complex, Research Centers, Library, Hostels",21.20858574125497,88.89752030586628
Morris Ltd College,262577,1969,BBA,8 AM - 4 PM,66,"Gym, Labs, Cafeteria",30.438623878650958,69.54876304078513
"Lewis, Green and Farmer College",283208,1953,"BBA, B.Tech, B.Sc",9 AM - 5 PM,66,"Cafeteria, Gym",12.140968847478515,76.83199099546495
"Thompson, Harmon and Brown College",201071,2003,B.Sc,9 AM - 4 PM,98,"Cafeteria, Hostels, Labs",29.645100374020394,80.55122489172102
Holmes-Woodard College,94708,1963,B.Tech,8 AM - 3 PM,93,"Cafeteria, Research Centers, Sports Complex, Gym",29.375069476571717,74.7916770424609
"Pham, Gillespie and Bridges College",271354,1997,"M.Tech, B.Tech, MCA",10 AM - 4 PM,98,"Library, Sports Complex, Cafeteria, Research Centers, Labs",14.402273855334716,88.7254441071727
"Roberts, Martin and Davis College",50906,2019,"MCA, BCA, B.Sc",9 AM - 6 PM,67,"Library, Cafeteria, Hostels, Gym",15.244519467759016,83.60857303931041
Thomas LLC College,197988,2009,"BCA, M.Sc, MBA",10 AM - 6 PM,65,"Library, Gym, Research Centers, Hostels",30.29535582954671,70.65927675541332
Rivera LLC College,174369,1977,M.Tech,9 AM - 5 PM,65,"Sports Complex, Research Centers, Labs, Gym",35.97995968139324,96.79061928765603
Glover LLC College,188691,2015,BCA,9 AM - 6 PM,92,"Library, Sports Complex, Research Centers, Labs, Cafeteria",27.167784361893418,70.54671351814773
Landry Ltd College,81007,1958,"MCA, MBBS, Ph.D",9 AM - 5 PM,62,"Research Centers, Hostels",19.045515157889582,74.46283833215321
"Mason, Sanchez and Levine College",164626,2013,"M.Sc, MBA",10 AM - 3 PM,91,"Labs, Gym",23.209884244453807,80.5206905054464
Nunez-Hicks College,36394,1976,"M.Sc, B.Sc",9 AM - 6 PM,72,"Sports Complex, Hostels, Gym, Cafeteria",17.27791784843794,79.19501436796902
"Lowe, Williams and Bowers College",40752,1978,"MCA, MBBS",9 AM - 6 PM,87,"Sports Complex, Research Centers, Labs, Cafeteria, Hostels",28.026155449218482,96.28480351902829
"Harrison, Santana and Hamilton College",153301,1987,"BCA, MCA",9 AM - 3 PM,82,"Cafeteria, Gym, Sports Complex, Hostels",9.629841293977002,76.96818645426636
Archer-Newman College,276522,1968,"MBBS, MBA",9 AM - 5 PM,97,"Cafeteria, Gym, Library, Sports Complex, Research Centers",33.1936878503064,85.11119871541116
"Smith, Cannon and White College",82434,2003,Ph.D,10 AM - 3 PM,81,"Cafeteria, Hostels",29.59362535880233,94.3207964412061
"Smith, Hunter and Patterson College",141137,2001,MBBS,8 AM - 3 PM,99,"Labs, Sports Complex, Research Centers, Library",18.933199902477963,94.48291687692296
Lee and Sons College,45707,1982,"BCA, M.Tech",8 AM - 5 PM,82,"Hostels, Labs, Research Centers, Library, Cafeteria",20.461374133066688,70.46440959756241
Walters and Sons College,165255,1999,M.Tech,9 AM - 6 PM,77,"Library, Cafeteria, Research Centers, Labs",35.84681297228322,72.17807954164729
"Fuller, Frank and Clark College",237774,1975,M.Tech,8 AM - 6 PM,90,"Sports Complex, Cafeteria, Research Centers",15.848403160977782,75.79440345352137
Wells-Cook College,97742,1986,"MBA, B.Tech",10 AM - 4 PM,99,"Library, Sports Complex, Cafeteria, Research Centers, Hostels",11.705738011617624,94.08323424748257
"Glass, Wilson and Cook College",242567,1972,BCA,9 AM - 4 PM,90,"Library, Sports Complex",24.287808002263237,85.82516160693501
Juarez-Durham College,276895,2002,"M.Sc, MCA, MBBS",9 AM - 4 PM,74,"Library, Cafeteria, Sports Complex",33.75091596891082,70.91184165247796
Nunez and Sons College,192282,1957,"B.Tech, MBBS",10 AM - 6 PM,84,"Hostels, Sports Complex, Gym, Library, Cafeteria",36.78521604536753,93.84053142862888
Rivera Group College,92457,1968,"BBA, M.Tech",10 AM - 4 PM,87,"Research Centers, Labs, Cafeteria, Library",36.25194548697586,82.43915457044626
Taylor Ltd College,122851,1984,B.Tech,8 AM - 3 PM,82,"Research Centers, Hostels, Library, Labs, Cafeteria",11.589260736442434,77.81500960770589
